"CoP","CoPyear","CoPcity","Status","Delegation","URL","Honorific","PersonID","Affiliation","AffiliationStatus","CoPlatitude","CoPlongitude","Latitude","Longitude","GeoPrecision","Distance","Party","Observer","Female","Male","DelegationCOW","Delegation_ISO"
"CoP14",2007,"The Hague (the Netherlands)","Observers","Safari Club International","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","28419206040254917620432629959","Washington, District of Columbia, United States","City",52.0799838,4.3113461,"38.9","-77.04","city","6164.39228684061",0,1,0,1,NA,NA
"CoP1",1976,"Bern (Switzerland)","Observers","Denmark","NA","Mr.","66540766967455490606975264799","CoPenhagen, Capital Region of Denmark, Denmark","City",46.9484742,7.4521749,"55.69","12.57","city","1034.33935257535",0,1,0,1,390,"DNK"
"CoP5",1985,"Buenos Aires (Argentina)","Parties","Rwanda","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Parties.pdf","NA","74526361357922636987835763611","Office rwandais du tourisme et des parcs nationaux ORTPN Kigali","KeptOriginal",-34.6083696,-58.4440583,"-1.95","30.11","city","9752.10605648948",1,0,0,1,517,"RWA"
"CoP12",2002,"Santiago (Chile)","Parties","Niger","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","46266276042925349811299930506","Ministère de l'hydraulique et de l'environnement Dierection de la Faune de la Peche de la Pisciculture NIAMEY E","KeptOriginal",-33.4377756,-70.6504502,"46.81","7.16","city","11823.2713046106",1,0,0,1,436,"NER"
"CoP15",2010,"Doha (Qatar)","Parties","Indonesia","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","71420543918495153056374729633","Doha, Qatar","City",25.2856329,51.5264162,"25.29","51.53","city","0.604675549195918",1,0,0,1,850,"IDN"
"CoP14",2007,"The Hague (the Netherlands)","Observers","Ecovalue","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","65475794178291975849129125953","Utrecht, Utrecht, Netherlands","City",52.0799838,4.3113461,"52.09","5.12","city","55.2649478453319",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","United Kingdom","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","45784397021405064149875643972","Department of the Environment Transport and the Regions Global Wildlife Division Room Tollgate House Houlton BRISTOL","KeptOriginal",-1.2325029,36.8072952,"54.99","-3.11","city","7229.85699490244",1,0,1,0,200,"GBR"
"CoP12",2002,"Santiago (Chile)","Parties","Costa Rica","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","10176008965384083193356481973","Ministerio del Ambiente y Energía Sistema Nacional de Áreas de Conservación SAN JOSÉ","KeptOriginal",-33.4377756,-70.6504502,"32.09","34.88","city","13211.9804332044",1,0,0,1,94,"CRI"
"CoP13",2004,"Bangkok (Thailand)","Parties","United States of America","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","59460744134224015741238124312","Juneau, Alaska, United States","City",13.7524938,100.4935089,"58.3","-134.42","city","10588.9177265694",1,0,0,1,2,"USA"
"CoP11",2000,"Gigiri (Kenya)","Parties","United Kingdom","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","5301951316246450163594143759","Ministry of Agriculture Communications Environment and Natural Resources Government Administration Elgin GRAND CAYMAN Cayman Islands Caimán Caïmanes","KeptOriginal",-1.2325029,36.8072952,"-33.6","-70.6","state_province","11533.4033459594",1,0,0,1,200,"GBR"
"CoP7",1989,"Lausanne (Switzerland)","Observers","European Economic Communities","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","32003715973490381306522198038","Brussels, Brussels-Capital, Belgium","City",46.5218269,6.6327025,"50.85","4.35","city","509.543559366654",0,1,1,0,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Observers","Ifaw - International Fund for Animal Welfare","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","73046381794146440779202562454","Dubai, Dubai, United Arab Emirates","City",52.0799838,4.3113461,"25.27","55.31","city","5186.73015726956",0,1,1,0,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Observers","International Environmental Law Project","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","47354265091977401667602240290","Portland, Oregon, United States","City",13.7524938,100.4935089,"45.52","-122.67","city","12128.5187705601",0,1,1,0,NA,NA
"CoP4",1983,"Gaborone (Botswana)","Observers","International Primate Protection League","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Observers.pdf","NA","67264948164210526304274456337","Drawer X Suв mnerville SC USA","KeptOriginal",-24.6581357,25.9088474,"33.7","-80.4","state_province","12937.1820334121",0,1,1,0,NA,NA
"CoP12",2002,"Santiago (Chile)","Observers","Iucn - the World Conservation Union","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","67251333781637859328359317508","Cambridge, England, United Kingdom","City",-33.4377756,-70.6504502,"52.21","0.12","city","11729.7865661664",0,1,1,0,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Observers","Safari Club International","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","48066580798575709454854710440","Herndon, Virginia, United States","City",-17.8567035,31.0601584,"38.97","-77.39","city","12818.6065542915",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Observers","Société Nationale de Protection de la Nature","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","37675649772535495374002629430","Paris, Ile-de-France, France","City",52.0799838,4.3113461,"48.85","2.35","city","385.017325626179",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Yemen","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","42293511308156354769921121031","CITES Environment Protection Authority SANA'A","KeptOriginal",13.7524938,100.4935089,"12.5","53.8","state_province","5050.52678773734",1,0,0,1,679,"YEM"
"CoP5",1985,"Buenos Aires (Argentina)","Observers","Centro Industrial de Peleteria","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","74605020860612894239579583572","Buenos Aires, Autonomous City of Buenos Aires, Argentina","City",-34.6083696,-58.4440583,"-34.61","-58.39","city","4.95065314155539",0,1,0,1,NA,NA
"CoP5",1985,"Buenos Aires (Argentina)","Observers","Widecast","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","53119141494283975948013360788","San José, Costa Rica","City",-34.6083696,-58.4440583,"9.93","-84.08","city","5640.92893293699",0,1,1,0,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Observers","Camara de Industriales Curtidores de Reptiles (Argentina)","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","26371221277131456764384956568","Buenos Aires, Autonomous City of Buenos Aires, Argentina","City",46.5218269,6.6327025,"-34.61","-58.39","city","11115.4366217348",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Observers","National Ocean Tuna Fishery Association (Japan)","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","76750583123284895505725008443","Edogawa, Japan","City",35.0115754,135.7681441,"35.71","139.87","city","379.954182406684",0,1,0,1,NA,NA
"CoP6",1987,"Ottawa (Canada)","Observers","Ministry of Natural Resources, Government of Ontario (Canada)","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Observers.pdf","NA","4529641302254052008850151525","Toronto, Ontario, Canada","City",45.4208777,-75.6901106,"43.65","-79.38","city","352.519708884873",0,1,0,1,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Parties","Germany","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","72286231125541558059406634521","Bonn, North Rhine-Westphalia, Germany","City",46.5218269,6.6327025,"50.74","7.1","city","470.292188540077",1,0,1,0,255,"DEU"
"CoP13",2004,"Bangkok (Thailand)","Parties","Japan","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","675872396154592927535811514","Chuo, Japan","City",13.7524938,100.4935089,"35.67","139.77","city","4609.69292679635",1,0,0,1,740,"JPN"
"CoP8",1992,"Kyoto (Japan)","Parties","Zambia","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","42890880378477438899133056831","The Conservation Division of the Department of National Parks and Wildlife Service Private Bag 1 CHILANGA","KeptOriginal",35.0115754,135.7681441,"13.75","100.49","city","4247.86575381312",1,0,0,1,551,"ZMB"
"CoP13",2004,"Bangkok (Thailand)","Observers","Inuvialuit Game Council","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","60208326591829505573026875258","Inuvik, Northwest Territories, Canada","City",13.7524938,100.4935089,"68.36","-133.72","city","9934.2197281131",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Observers","Visitor","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","59220260746506177651402027759","IUCN Mauritania Nouakchott Mauritania","KeptOriginal",13.7524938,100.4935089,"18.08","-15.98","city","12203.1679541804",0,1,0,1,NA,NA
"CoP1",1976,"Bern (Switzerland)","Parties","United States of America","NA","Mr.","65110493517269668620958822671","Bern, Bern, Switzerland","City",46.9484742,7.4521749,"46.95","7.45","city","0.236726682967739",1,0,0,1,2,"USA"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Kenya","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","26559746759847186705974640127","Kenya Wildlife Service NAIROBI","KeptOriginal",52.0799838,4.3113461,"6.94","79.85","city","8413.06469261224",1,0,0,1,501,"KEN"
"CoP6",1987,"Ottawa (Canada)","Parties","Nicaragua","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","64736736878106258232354628090","Managua, Nicaragua","State",45.4208777,-75.6901106,"12.15","-86.27","city","3832.90423660706",1,0,0,1,93,"NIC"
"CoP3",1981,"New Delhi (India)","Observers","Zoological Survey of India","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Observers.pdf","NA","20759998244887854318696776851","Dehradun, Uttarakhand, India","City",28.6430858,77.2192671,"30.33","78.04","city","203.702534208855",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Australia","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","33446783154690241067480308048","Canberra, Australia","City",13.7524938,100.4935089,"-35.3","149.1","city","7477.18716371936",1,0,1,0,900,"AUS"
"CoP10",1997,"Harare (Zimbabwe)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","10300015471735883937498951703","Mbombela, Mpumalanga, South Africa","City",-17.8567035,31.0601584,"-25.47","30.98","city","846.600385088769",1,0,0,1,560,"ZAF"
"CoP13",2004,"Bangkok (Thailand)","Parties","Zambia","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","61932532432211908977809165944","Chief Chipepo Zambia Wildlife Authority Private Bag CHILANGA","KeptOriginal",13.7524938,100.4935089,"-14.2","29.0","state_province","8459.65286708074",1,0,1,0,551,"ZMB"
"CoP10",1997,"Harare (Zimbabwe)","Observers","Comite Nacional Pro Defensa de la Fauna y Flora (Chile)","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","43992621877523872118660163349","Providencia, Santiago Metropolitan Region, Chile","City",-17.8567035,31.0601584,"-33.43","-70.61","city","9954.96984256382",0,1,0,1,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Dallas Safari Club (U.S.A.)","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","43530259851715804417886401240","Dallas, Texas, United States","City",26.1223084,-80.1433786,"32.78","-96.8","city","1771.70735994659",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Ghana","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","30011261560674565530409986615","Northern Savannah Biodiversity Conservation Project Ministry of Lands and Forestry TL TAMALE","KeptOriginal",13.7524938,100.4935089,"27.8","-81.5","state_province","15389.6677248484",1,0,0,1,452,"GHA"
"CoP11",2000,"Gigiri (Kenya)","Parties","Canada","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","26172397816279953012161681643","Nairobi, Nairobi County, Kenya","City",-1.2325029,36.8072952,"-1.29","36.82","city","6.54753103738282",1,0,0,1,20,"CAN"
"CoP11",2000,"Gigiri (Kenya)","Observers","World Wide Fund for Nature","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","54436326048763696223500076653","Gland, Vaud, Switzerland","City",-1.2325029,36.8072952,"46.42","6.27","city","6081.00567997599",0,1,1,0,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Parties","China","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","27932685908615435569798342717","Research Institute of Zoology Chinese Academy of Sciences BEIJING","KeptOriginal",46.5218269,6.6327025,"39.93","116.41","city","8151.54748377309",1,0,1,0,710,"CHN"
"CoP8",1992,"Kyoto (Japan)","Observers","S y S Reptile Farms S.a. de C.v. (El Salvador)","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","59736086475661001676620797184","San Salvador, San Salvador, El Salvador","City",35.0115754,135.7681441,"13.7","-89.19","city","12819.6324889782",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Observers","Cites Secretariat","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","39267258370546019652625838026","South Cambridgeshire, England, United Kingdom","City",-33.4377756,-70.6504502,"52.18","0.0","city","11721.1800274499",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","Sudan","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","66879489274203005412348373791","Slidan- Chastoum POB","KeptOriginal",-33.4377756,-70.6504502,"48.24","-0.62","city","11428.7411526664",1,0,0,1,625,"SDN"
"CoP6",1987,"Ottawa (Canada)","Parties","Peru","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","59797289121195362347418036100","Lima, Lima, Peru","City",45.4208777,-75.6901106,"-12.05","-77.03","city","6391.88819277362",1,0,0,1,135,"PER"
"CoP15",2010,"Doha (Qatar)","Parties","United Kingdom","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","35059661187938207924435658335","Conventions and Policy Section Royal Botanic Gardens Kew Richmond Surrey","KeptOriginal",25.2856329,51.5264162,"51.51","-0.13","city","5213.61028004799",1,0,0,1,200,"GBR"
"CoP11",2000,"Gigiri (Kenya)","Observers","Cetacean Society International","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","13231702361109601791908660740","Weston, Connecticut, United States","City",-1.2325029,36.8072952,"41.2","-73.38","city","11774.2163371671",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Mozambique","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","44164209588171708162775864844","Maputo, Zona Sul, Mozambique","City",13.7524938,100.4935089,"-25.97","32.57","city","8567.54370631467",1,0,1,0,541,"MOZ"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Switzerland","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","53994528294674126927672085664","Köniz, Bern, Switzerland","City",-17.8567035,31.0601584,"46.92","7.41","city","7582.27689062786",1,0,0,1,225,"CHE"
"CoP16",2013,"Bangkok (Thailand)","Parties","Indonesia","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","32206361691601728745861240006","East Jakarta, Java, Indonesia","City",13.7524938,100.4935089,"-6.26","106.88","city","2334.28234143119",1,0,0,1,850,"IDN"
"CoP16",2013,"Bangkok (Thailand)","Observers","Itto – International Tropical Timber Organization","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","56314648220648578616425000936","Yokohama, Japan","City",13.7524938,100.4935089,"35.45","139.63","city","4588.88175493206",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","Honduras","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","30340876907985501235352939592","Secretaria de Agricultura y Ganadería Miraflores Ace La FAO TEGUCUGALPA","KeptOriginal",-33.4377756,-70.6504502,"14.11","-87.2","city","5570.87426709202",1,0,0,1,91,"HND"
"CoP10",1997,"Harare (Zimbabwe)","Observers","International Fund for Animal Welfare","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","68424871812242536347710468115","Sandton, Gauteng, South Africa","City",-17.8567035,31.0601584,"-26.07","28.05","city","964.462340299022",0,1,0,1,NA,NA
